Screen position for video for 15 participants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1V1 - X, P1V1 - Y,P1V2 - X, P1V2 - Y,P2V1 - X, P2V1 - Y,P2V2 - X, P2V2 - Y,P3V1 - X, P3V1 - Y,P3V2 - X, P3V2 - Y,P4V1 - X, P4V1 - Y,P4V2 - X, P4V2 - Y,P5V1 - X, P5V1 - Y,P5V2 - X, P5V2 - Y,P6V1 - X, P6V1 - Y,P6V2 - X, P6V2 - Y,P7V1 - X, P7V1 - Y,P7V2 - X, P7V2 - Y,P8V1 - X, P8V1 - Y,P8V2 - X, P8V2 - Y,P9V1 - X, P9V1 - Y,P9V2 - X, P9V2 - Y,P10V1 - X, P10V1 - Y,P10V2 - X, P10V2 - Y,P11V1 - X, P11V1 - Y,P11V2 - X, P11V2 - Y,P12V1 - X, P12V1 - Y,P12V2 - X, P12V2 - Y,P13V1 - X, P13V1 - Y,P13V2 - X, P13V2 - Y,P14V1 - X, P14V1 - Y,P14V2 - X, P14V2 - Y,P15V1 - X, P15V1 - Y,P15V2 - X, P15V2 - Y
285.2577,207.3474,284.8754,152.3026,212.45,220.65,115.0332,194.3332,158.3179,50.0639,266.6515,234.9306,124.1979,192.8213,210.8371,157.4073,350,286,255.6831,186.0162,255.0865,205.299,226.0901,187.4209,254.8362,75.98447,100.3279,161.7535,271.7605,221.7911,171.9531,102.112,143.7547,171.056,232.4208,192.627,149.0985,35.99542,232.1436,205.2599,228.9744,154.0486,165.1211,109.4863,151.9712,191.1125,181.701,159.2076,219.157,151.3672,294.7987,182.9093,279.0759,193.8937,212.263,202.5076,291.6945,65.9743,268.8908,200.2263
281.8278,207.6165,285.3402,157.8214,234.8996,231.0062,120.4658,191.4559,173.9546,50.41138,260.7357,243.3839,120.2382,196.3383,210.6057,154.2241,350,286,257.6981,190.6599,255.128,201.4733,225.5975,129.231,250.9539,107.5202,104.9331,164.4212,273.7939,226.5051,174.9241,101.9232,142.1353,171.7459,229.1024,145.2344,166.0102,31.57138,235.5485,204.9443,228.9744,154.0486,163.2349,110.3407,119.8329,183.7052,179.6101,160.0856,218.5314,150.6958,291.918,179.7172,260.9436,194.361,211.6084,201.43,288.0312,72.50461,269.2714,203.3751
284.0807,214.3417,285.805,163.34,259.0945,242.0974,113.4657,186.1199,179.1212,42.96039,263.9518,243.1774,118.3256,203.0429,208.4835,154.3785,280.2307,212.0757,257.6981,190.6599,254.6734,201.8255,221.8359,92.80515,252.1898,140.5555,107.8794,164.2355,273.7939,226.5051,174.9241,101.9232,141.8998,169.3665,232.7408,143.0761,158.9259,32.75522,241.1974,203.8741,228.7821,158.2681,159.4832,110.0797,116.9505,185.0072,176.0215,159.7091,218.5314,150.6958,283.791,197.5116,253.7374,196.3612,221.72,195.1546,283.1794,73.56834,269.2714,203.3751
282.9038,221.336,286.2697,168.8588,259.0945,242.0974,108.0653,190.3715,179.1212,42.96039,261.8829,242.1147,118.3256,203.0429,208.4835,154.3785,265.7538,212.822,259.2783,193.4433,254.6734,201.8255,227.5804,97.26372,252.1898,140.5555,104.6545,160.0018,273.7939,226.5051,174.9241,101.9232,139.5204,169.6021,232.7408,143.0761,155.1691,31.99054,244.02,209.8432,228.7821,158.2681,159.7798,112.8987,111.989,184.1979,176.628,158.9288,217.5674,148.4106,279.5867,213.6163,261.6507,195.685,218.0733,195.2113,283.1794,73.56834,268.9421,202.9124
284.2422,220.7137,286.2697,168.8588,259.0945,242.0974,111.4335,194.848,173.9546,50.41138,257.525,242.7974,118.8984,198.5726,208.4835,154.3785,258.5153,213.1951,252.0824,194.1109,255.0726,206.5742,227.5804,97.26372,252.6505,141.3093,94.71393,166.5442,273.7939,226.5051,174.9241,101.9232,133.968,169.617,233.4254,142.388,153.6975,31.3186,237.4655,248.2582,228.7821,158.2681,159.7798,112.8987,108.5326,182.4412,176.4642,157.534,217.7138,149.8687,273.25,214.25,261.6507,195.685,201.6343,193.643,284.1804,72.61696,267.599,202.938
282.2788,220.0074,285.805,163.34,259.0945,242.0974,111.4335,194.848,171.1291,50.60498,258.6687,242.3359,118.7629,195.2573,207.6562,158.5879,258.7018,216.8143,251.0702,195.4926,256.0002,206.1491,224.7442,92.85316,253.107,142.0571,91.47089,172.2856,272.2462,222.896,173.6138,101.7858,132.3821,170.3087,233.4254,142.388,153.6975,31.3186,350,286,228.9744,154.0486,159.7798,112.8987,106.1667,185.5418,169.9871,157.3674,219.1719,149.7223,270.3985,217.7351,260.9904,196.1742,202.3132,192.8504,284.4582,73.53116,264.9129,202.9893
282.7693,219.621,285.3402,157.8214,256.7954,243.1358,110.9105,194.4298,165.4783,50.99246,260.2758,242.2253,118.9172,198.2374,207.1793,158.1159,258.8884,220.4336,252.8241,196.5252,256.0421,202.3095,231.0497,93.91747,253.107,142.0571,92.23186,174.0957,269.3191,223.0302,170.6287,101.9636,133.3482,170.131,233.4254,142.388,153.6975,31.3186,350,286,228.7359,151.5663,159.7798,112.8987,103.4334,185.9091,167.1366,157.6234,219.0255,148.2641,273.4084,215.8342,260.4952,195.5131,180.3728,187.6062,284.1804,72.61696,268.4788,203.2448
282.136,218.2938,286.6292,162.92,253.8073,242.2762,110.8138,190.3071,163.9688,49.67654,260.2758,242.2253,115.3763,202.4267,206.9382,154.9343,255.0826,217.0009,252.8241,196.5252,253.4406,206.1212,228.0819,98.21425,253.107,142.0571,86.64117,171.7803,269.3191,223.0302,167.7325,103.6341,133.3482,170.131,233.6994,144.6864,151.0167,31.74301,209.546,190.8845,228.0405,150.826,156.9609,113.1954,101.592,178.2054,174.007,161.9872,219.1719,149.7223,276.6113,220.6622,253.3464,201.1698,180.3728,187.6062,281.6132,72.692,275.1929,203.091
302.1044,268.1438,282.5108,157.6873,248.4306,239.8116,109.8511,189.7966,167.7228,42.32242,260.1594,245.8897,115.7187,202.0233,207.4165,155.4157,195.085,214.6503,251.0343,196.6904,254.3712,238.1313,225.0902,103.9593,253.471,142.3235,80.86759,168.5614,263.856,223.7078,164.1127,104.792,133.3482,170.131,256.9641,189.3825,151.0167,31.74301,185.8996,194.9086,225.0786,154.2386,154.4386,116.3111,102.4622,175.7055,175.6049,163.3351,220.9228,152.4921,277.052,220.2698,244.8115,202.0345,180.3728,187.6062,280.5171,79.14726,279.7631,206.7364
303.5549,267.7432,275.3678,149.398,243.954,236.9808,109.9485,193.9355,167.7228,42.32242,260.6075,247.0465,113.5086,202.1136,207.4165,155.4157,135.7897,214.7714,251.0702,195.4926,255.2463,275.2609,225.0902,103.9593,253.5385,143.7932,84.59907,167.9604,261.1405,228.2135,150.207,96.66785,133.3482,170.131,285.1648,231.5711,166.1793,30.00833,185.0447,202.8329,224.2107,158.0695,154.4386,116.3111,105.1048,180.6946,174.7747,162.6845,221.7309,153.3334,273.4084,215.8342,254.6205,206.7166,181.2713,188.3116,281.988,85.52774,277.0771,206.7876
337.9705,267.1311,275.3678,149.398,245.0097,238.6817,110.3944,190.2119,161.1433,49.87015,254.3253,243.0165,108.5871,199.7635,207.4165,155.4157,131.6549,216.1054,249.4852,193.0723,253.9105,280.3663,225.0902,103.9593,253.988,144.5328,149.9749,192.8705,262.2024,227.7563,135.2619,88.03738,133.3482,170.131,286.7147,234.8882,238.0408,39.6937,185.4689,207.9489,223.2846,155.2042,153.4185,117.6506,104.8001,185.7255,169.2017,164.6217,220.889,154.1345,270.8517,217.3153,260.398,222.9274,167.6641,193.2094,293.6526,89.04112,275.6571,202.7842
331.6873,150.3214,271.6885,149.7078,245.7423,238.5792,109.0145,190.2389,156.3582,51.30688,250.6334,242.8887,108.9528,198.9791,206.9382,154.9343,131.6549,216.1054,247.1241,193.4411,250.0711,280.3244,227.4842,103.0803,253.988,144.5328,219.9756,220.4083,260.6811,227.158,129.131,85.44397,133.3482,170.131,284.4144,235.1548,300.9558,53.24765,182.0582,208.2318,220.8109,155.441,152.7552,117.1366,102.8343,185.5881,166.5762,159.8682,221.0283,155.5879,270.5569,219.3193,258.2051,228.9058,157.8445,192.4998,305.0174,82.28598,275.6571,202.7842
305.5551,85.2049,268.0094,150.0177,245.7423,238.5792,109.6193,194.7932,155.7199,51.04202,249.358,247.8206,137.5039,193.3843,207.4165,155.4157,131.6549,216.1054,247.1241,193.4411,247.6654,281.1942,226.5383,103.9831,284.0179,150.044,228.8045,219.7776,260.6811,227.158,126.2543,87.11836,132.1537,170.2456,283.5266,235.558,302.3691,54.64059,182.5656,207.3571,221.8615,159.551,152.7552,117.1366,100.0323,182.6254,166.5762,159.8682,220.889,154.1345,271.6084,225.2431,258.2051,228.9058,159.5565,193.9788,304.6802,70.73376,274.0027,202.3429
307.5183,95.17015,228.1581,160.7841,240.2917,243.1582,111.0643,198.9117,155.7199,51.04202,246.1439,248.0417,205.3407,174.0073,207.177,152.2434,124.4164,216.4785,247.1241,193.4411,247.6654,281.1942,223.6421,103.9355,313.2697,149.3078,228.1295,216.3127,260.2458,218.4162,127.2072,86.09998,129.7647,170.4746,281.2336,235.8228,300.9753,56.04028,182.5656,207.3571,224.8767,158.7964,152.0012,118.021,99.15968,179.1399,166.0367,168.5434,219.4648,152.6385,267.9832,220.7891,260.1118,232.4855,153.1959,178.7457,302.113,70.80867,287.1805,173.0071
308.1908,103.7449,188.7717,177.0693,235.3469,244.2242,112.0179,199.3943,152.9168,51.23267,244.2052,243.3311,266.1364,159.072,207.975,155.998,117.1779,216.8517,247.2893,195.231,247.5672,275.1771,221.2724,104.4396,304.5115,147.5423,222.5166,220.7761,283.636,189.5005,126.2543,87.11836,127.2612,169.5092,276.648,236.3525,294.4428,54.96063,174.4319,213.1431,221.2164,157.7694,153.2813,116.2389,99.5374,181.8703,165.182,167.856,218.6362,153.4447,267.9832,220.7891,260.5552,231.1499,145.5914,175.1998,297.0162,72.24229,304.8607,123.5295
299.2719,113.3365,188.7717,177.0693,235.3469,244.2242,109.2041,195.3132,148.3524,50.72339,244.2052,243.3311,285.9908,157.2158,212.1255,161.4406,117.1779,216.8517,243.8678,196.1237,244.8281,274.2615,221.7842,106.7976,299.3979,144.367,216.968,225.6327,307.3888,167.8697,126.2543,87.11836,124.2998,169.3718,287.1398,216.5531,285.9869,57.17273,224.5666,195.4936,222.403,159.0332,148.9077,115.4942,98.85226,184.1862,198.5903,154.7302,212.0279,151.9124,264.6955,224.7054,254.5319,227.186,135.6521,172.7826,290.7858,78.8475,303.9968,104.4761
294.9879,124.0464,183.6698,172.9011,232.4145,239.5733,109.2041,195.3132,152.5927,72.98009,242.5981,243.4417,281.4444,154.0665,221.3227,156.4922,117.1779,216.8517,241.2888,195.1124,239.6712,279.344,221.7842,106.7976,300.0306,146.2945,219.5755,220.9985,307.3888,167.8697,126.2543,87.11836,123.4486,167.4638,305.5657,174.9265,283.4569,49.10052,284.4085,170.2181,221.7387,158.3149,146.0976,115.7775,99.84198,181.2551,238.2225,141.6526,206.8738,153.1543,258.5174,226.9232,238.2595,229.4199,134.5065,172.0012,284.3678,79.03491,300.168,105.381
294.9879,124.0464,184.4072,171.9542,232.4145,239.5733,112.0179,199.3943,160.7432,146.3629,238.3273,244.1123,275.9176,154.2752,223.3576,155.2751,117.1779,216.8517,237.6909,195.4462,238.1497,278.7416,221.8552,101.0279,294.3148,154.7005,254.135,160.2876,306.4882,169.9933,121.7978,87.40166,123.4486,167.4638,311.3395,154.5103,274.9604,51.32587,284.4085,170.2181,221.6072,169.562,143.5706,118.8709,137.1288,173.8219,242.9478,137.8852,210.2137,157.2203,258.8342,230.0916,234.3781,237.3904,99.56714,165.2138,277.1713,72.09233,296.1384,105.4425
282.2788,116.478,181.2584,175.8493,231.2075,243.5947,109.2686,199.4372,174.3115,190.0329,236.1697,243.884,274.6871,151.0007,219.9952,160.4436,109.9394,217.2248,238.3399,196.0571,233.0117,278.6854,221.8552,101.0279,284.9268,153.2299,280.0963,88.92061,300.6339,170.2616,117.7687,86.64246,124.8722,169.7383,306.8863,156.1864,265.0477,58.81094,279.688,175.7377,213.6563,227.7699,139.8762,118.6843,217.2089,152.5322,243.8614,137.031,217.3291,155.0421,259.3094,234.8441,236.8202,243.9724,108.4398,163.6604,274.6053,72.18596,285.9503,108.5419
278.8516,116.7635,177.5792,176.1592,224.5722,243.795,103.7699,199.5231,172.1432,189.6323,231.3486,244.2157,269.5913,148.1355,216.0854,158.1859,109.9394,217.2248,238.3399,196.0571,228.7783,278.984,220.9397,100.1163,282.2537,144.2415,283.4191,79.51587,296.5086,171.0971,183.4596,95.41458,123.3142,170.4213,301.7686,156.9474,287.5341,67.51901,276.2748,176.0041,200.5856,275.78,139.8762,118.6843,253.9077,139.2989,246.3946,140.6925,212.0279,151.9124,252.656,232.3094,218.4543,235.3736,155.5913,161.3598,269.4734,72.37323,282.7679,109.6772
282.2788,116.478,175.2749,170.7952,223.1649,241.1809,100.5183,199.1862,169.0271,185.5879,231.3486,244.2157,275.0781,154.8458,211.4644,159.0653,198.6111,212.6541,236.3847,194.4324,228.6037,279.4337,243.4913,101.294,279.3893,145.858,282.9341,87.23889,289.2209,171.4297,272.0266,109.7494,120.9332,170.6488,298.9491,157.4616,331.0523,106.5843,267.4749,173.2569,200.0906,272.6146,139.8762,118.6843,254.0737,139.8849,246.4787,138.9124,230.8436,153.7196,244.4184,229.9332,218.3608,231.7471,155.5913,161.3598,280.5331,93.80905,277.8922,108.6957
290.857,132.5385,169.2914,165.7412,223.6632,241.4857,100.5183,199.1862,171.686,182.3083,231.3486,244.2157,302.9569,162.6246,208.53,156.584,277.0955,210.0304,236.3847,194.4324,226.0531,279.4153,266.5697,101.5777,276.6724,150.4129,284.31,92.76698,286.3723,173.0203,292.2114,116.8414,120.9332,170.6488,295.0313,158.9096,340.2018,163.096,258.9416,173.9228,201.9534,266.1657,140.6189,117.7491,252.5389,129.7167,244.5645,137.413,263.4968,154.8637,248.434,231.1759,271.6827,188.6409,154.7293,160.5777,297.4879,114.8261,273.9911,115.4877
278.7351,133.4987,171.5958,171.1051,222.4205,244.1697,100.0131,198.8102,168.1067,181.9746,221.8167,246.4862,319.5682,167.0179,206.1927,153.5561,272.899,210.6392,236.3847,194.4324,236.5265,270.1407,263.7558,95.77264,275.0622,154.1923,278.8165,99.05229,286.5719,177.393,293.0803,116.5312,118.5522,170.8764,292.8764,160.3273,317.4431,186.8661,258.9416,173.9228,201.9534,266.1657,140.6189,117.7491,249.6056,128.7389,239.0346,136.6893,264.2327,158.4526,248.434,231.1759,319.5301,137.5762,154.7293,160.5777,298.2904,115.8838,274.8751,130.5487
206.6548,191.4853,171.5958,171.1051,222.4205,244.1697,100.3885,198.3016,167.4814,182.5943,221.8167,246.4862,314.1831,167.7196,202.2536,158.0835,265.8394,211.7769,236.3847,194.4324,259.2611,225.7264,260.5027,94.78394,287.0996,187.6021,274.6964,103.7661,283.6568,177.5261,288.6214,116.7958,114.7501,170.3202,288.2942,160.8718,313.0462,188.6531,255.5282,174.1892,199.7199,268.8936,137.8087,118.0324,243.8295,132.7919,233.7267,134.7645,259.3997,158.2349,245.6338,230.9786,324.3505,120.1495,155.5727,159.5456,298.2178,120.273,150.7219,282.5216
118.4919,266.4289,173.3514,172.7688,231.6753,243.8913,100.5183,199.1862,168.5017,176.8929,222.4389,246.8078,311.9793,167.8025,202.2536,158.0835,258.184,216.2741,235.7251,193.8142,272.8477,187.1329,257.6775,88.95483,300.3893,216.5119,267.3348,104.2611,289.6201,180.1751,282.6763,117.1485,114.1822,169.9899,283.712,161.4163,313.1391,190.3736,246.8797,176.1155,199.6565,275.3444,135.7449,117.3633,240.457,136.2762,238.7745,133.8157,253.0519,160.2697,245.5884,234.6893,324.3505,120.1495,155.5727,159.5456,293.3436,122.4516,350,286
93.33923,278.8766,172.6229,173.7732,253.873,233.9606,100.5183,199.1862,164.7737,184.1865,223.4238,246.3756,307.127,169.2331,206.4133,156.7312,254.0036,215.9191,232.6399,192.973,270.6524,181.2363,254.776,85.16026,299.1638,217.0326,261.5444,106.1293,297.3069,188.5876,279.9616,116.7323,114.1822,169.9899,280.0032,159.5335,309.698,190.5592,244.6983,176.1676,197.1845,275.5898,135.7449,117.3633,232.2675,123.9087,263.1998,131.6043,247.3887,162.3028,241.25,230.25,317.3312,129.4026,98.91971,120.2121,290.6264,117.3923,350,229.7728
89.87582,279.1509,169.6012,169.4205,265.122,224.6904,100.5183,199.1862,164.8859,187.2911,230.4925,250.1702,304.752,168.8364,210.8673,159.6119,248.2949,214.9953,228.272,192.212,265.5099,185.0065,251.8916,85.11296,292.7711,207.0439,261.5444,106.1293,298.5116,187.9588,281.1898,117.2366,114.1822,169.9899,278.8576,159.6695,309.698,190.5592,236.7274,182.0677,192.8957,275.8369,134.2026,116.0933,225.7477,69.28998,282.1381,132.7869,241.0494,162.2533,241.25,230.25,322.6308,123.8227,98.91971,120.2121,290.6264,117.3923,264.9847,65.94965
89.46433,273.9558,211.2263,160.4822,262.4785,224.7799,111.5141,198.9714,165.6768,187.7952,230.0732,249.1475,304.2646,169.0103,0.5,286,240.9688,213.5208,231.0152,194.9281,260.3813,187.5014,248.8416,95.16129,290.7939,202.2058,258.5997,106.3273,298.3104,183.5681,268.3423,126.9479,114.1822,169.9899,278.8576,159.6695,298.6293,189.6983,245.4219,213.1662,190.6361,272.4954,130.925,120.1457,225.1611,16.29443,283.705,134.0936,235.7714,163.4645,238.2401,232.151,324.6309,131.0288,69.4991,82.41241,288.0593,117.4672,259.3564,52.62195
96.6861,273.8562,272.0791,143.3354,256.3184,227.2705,183.0405,200.3244,165.8689,190.6093,226.6379,246.1545,302.5419,168.9267,299.1194,286,245.9321,201.2062,227.6006,197.0484,256.6047,190.654,241.567,103.2415,291.5971,212.9941,263.1929,116.1536,298.3104,183.5681,246.2368,156.5983,114.1822,169.9899,277.2117,160.7759,290.7727,191.5797,265.8031,248.8786,188.5567,270.0059,185.604,141.6013,219.4331,17.81662,283.8351,135.5303,256.3918,164.3358,231.3748,231.7915,319.3315,136.6087,69.4991,82.41241,288.0593,117.4672,251.4264,59.49088
99.58025,269.6694,291.6074,134.5781,253.6741,227.35,239.731,195.023,162.8626,187.9873,220.6378,247.5737,300.3317,169.0171,350,286,267.3295,135.9442,226.3064,202.5833,257.1035,190.3068,234.8013,104.0724,291.892,218.8705,279.1504,137.795,295.5845,188.093,234.3509,176.5627,114.1822,169.9899,272.6261,161.3056,295.0891,188.181,273.7714,246.8207,184.7182,275.2175,252.7563,166.4631,217.9646,21.02417,283.8351,135.5303,275.9152,162.0613,224.7131,229.288,317.3312,129.4026,68.26511,83.89406,288.0593,117.4672,242.0764,62.35629
113.8153,258.4222,291.6074,134.5781,253.6741,227.35,240.1862,195.5249,157.7661,184.6629,214.8606,248.3023,295.9565,170.3029,283.8915,188.1507,273.9893,82.46535,230.547,209.4123,252.7696,188.0567,230.4741,104.0192,289.8329,207.1914,292.4987,159.0264,288.8895,189.5984,234.3509,176.5627,111.7964,170.235,272.2288,157.8663,295.0891,188.181,273.2784,241.7424,180.6106,271.8568,263.0252,169.6445,211.8047,23.14828,282.3983,135.6604,270.8705,158.9141,218.3822,229.9498,317.3312,129.4026,111.3388,92.86765,284.3584,122.714,238.0475,62.43332
350,0.5,294.7227,127.0176,241.1786,207.8762,237.4376,195.5894,159.5588,184.0365,215.8136,247.8835,293.7464,170.3933,278.3138,169.3395,266.1383,88.19366,226.9673,209.7428,250.1817,190.6072,225.6003,104.8787,276.3596,179.3483,291.8192,159.333,286.0222,191.1845,235.3111,181.991,111.7964,170.235,269.936,158.1311,293.5149,199.5757,268.723,243.4831,180.3617,269.3674,263.0252,169.6445,206.3145,23.95761,282.3983,135.6604,269.7961,158.6655,221.5477,229.6189,317.3312,129.4026,170.1296,100.4633,281.016,121.7905,234.0952,66.53918
350,0.5,302.826,126.6894,225.8249,172.5098,231.7796,188.847,167.0334,177.2084,212.8041,251.3062,293.7464,170.3933,272.3204,166.8024,266.8436,86.46689,225.0879,202.0385,247.5844,194.4422,222.1938,103.9116,232.6671,124.639,288.5445,155.1436,285.4064,190.0262,234.7318,182.5299,111.7964,170.235,270.8175,155.7059,293.5149,199.5757,265.5464,241.6416,178.6338,270.9947,263.3196,172.4523,205.7512,29.6503,282.3983,135.6604,264.235,162.1843,218.8282,188.3032,317.3312,129.4026,170.1296,100.4633,280.0463,115.6661,230.1174,69.30212
350,24.38675,307.4954,162.9913,222.5855,155.3517,228.9344,184.7887,170.5019,177.6531,206.4751,253.3273,293.7464,170.3933,270.1984,166.9568,258.1638,86.29031,226.8795,201.8823,244.1254,194.8963,216.4011,103.8163,196.5521,93.07506,289.5577,155.5168,282.4793,190.1603,232.8131,177.805,111.477,170.8002,281.6158,118.4454,291.5382,194.555,265.1781,242.1013,173.2709,271.948,260.5118,172.7467,199.9825,34.33652,280.9615,135.7905,258.3785,162.7749,211.3031,153.1029,317.3312,129.4026,195.9352,105.3724,252.4886,113.7349,226.1652,73.40811
243.8301,207.1457,303.3328,145.2431,224.2855,151.9668,229.0312,188.9114,350,0.5,202.3615,253.9232,274.5988,162.3206,269.4249,167.4941,250.2939,85.40935,228.9506,204.7673,244.1254,194.8963,210.0344,102.7919,198.4798,92.14915,289.5577,155.5168,263.0554,194.1585,228.9256,178.6938,111.7964,170.235,295.2276,78.34499,290.234,193.6431,261.7894,242.4138,171.3153,272.9766,258.277,172.5981,195.5801,36.75916,280.0232,138.0982,258.8794,160.8489,211.3031,153.1029,316.2672,127.8062,201.1078,109.0563,224.2562,114.6622,220.3189,75.24864
244.099,122.5756,308.1123,76.24059,224.2855,151.9668,228.5316,188.3846,350,0.5,201.6511,253.6371,251.4646,151.4103,269.1947,164.3204,250.2939,85.40935,226.8426,201.369,270.1063,184.0823,210.6085,103.7209,200.7269,94.47925,289.5577,155.5168,248.0161,194.2348,172.8784,187.0702,109.4106,170.48,297.9568,70.40654,291.2955,195.6427,253.1615,241.5009,169.7461,275.8177,258.277,172.5981,195.5612,31.37985,280.045,141.6677,258.5467,160.4963,208.1235,153.4369,316.2672,127.8062,201.0798,107.2424,221.3507,120.6996,218.9707,75.27457
229.9424,96.07803,301.5092,63.82822,220.4543,156.0665,228.5316,188.3846,350,0.5,199.3177,248.0343,246.8996,148.2906,267.1556,165.5317,240.1348,90.77875,229.1141,206.5482,302.0903,170.2851,205.409,104.5477,201.736,95.26323,289.5577,155.5168,248.0161,194.2348,93.87221,196.4087,143.9425,171.0801,300.526,70.9541,291.2955,195.6427,253.1615,241.5009,191.2889,259.7123,258.8542,172.1593,189.8099,34.05365,350,286,258.0833,159.8466,201.9314,155.6944,316.2672,127.8062,202.2005,106.4464,218.7836,120.7745,216.2744,75.32608
241.7116,114.1354,292.7421,65.93655,220.4543,156.0665,225.005,193.1307,243.2632,191.8539,197.7106,248.1449,248.3581,148.7844,265.0399,165.6852,216.2553,89.55182,227.6603,210.2735,304.6594,167.753,199.6638,103.0109,196.641,100.5928,300.1715,121.5036,248.0161,194.2348,69.08054,196.6506,211.0079,169.0188,297.4245,71.49661,290.5779,194.2698,253.1615,241.5009,241.717,221.2391,258.277,172.5981,168.5771,53.36115,350,286,257.7493,159.5032,199.5265,156.721,316.3794,131.4315,100.6965,286,221.3507,120.6996,213.5781,75.37778
241.6205,122.2228,294.0719,65.51529,220.4543,156.0665,226.0292,192.1128,237.9199,155.317,197.7106,248.1449,243.6541,149.958,262.6166,165.3749,166.1274,77.49596,223.7715,207.0388,300.1346,167.5277,198.9516,107.8747,192.3156,102.3008,313.7301,83.56021,248.4747,194.7635,67.59502,196.745,242.1628,168.2316,295.1334,71.76877,288.1304,194.737,249.7729,241.8134,267.1918,201.2345,253.9926,168.5363,111.4591,71.98701,350,286,258.5467,160.4963,222.5837,178.3106,317.378,131.2158,94.11292,286,219.7939,119.1498,210.4409,74.25319
233.944,125.0975,296.0773,71.39523,214.6478,159.4306,225.3539,184.373,236.8946,161.0647,201.238,247.2049,239.2327,150.1248,256.6534,167.3566,132.6453,68.23978,224.5166,202.7485,297.5842,167.5,193.159,107.7794,189.2188,99.5237,317.8292,78.83046,248.4747,194.7635,64.67293,201.9321,240.6087,164.7866,297.4245,71.49661,280.8388,192.7696,250.937,241.2936,267.1918,201.2345,253.0505,169.271,73.44154,71.30469,291.084,132.7732,260.4441,164.7242,241.5669,201.4183,317.2845,127.5894,186.1563,198.1947,217.9663,118.7228,205.0697,74.37625
233.944,125.0975,291.1353,79.19583,212.4789,155.013,223.0865,179.7838,230.903,162.7936,199.6495,252.8555,239.2327,150.1248,256.6534,167.3566,126.1143,70.56198,224.5166,202.7485,297.5842,167.5,187.4617,101.8914,186.2819,99.68336,319.9314,87.55429,245.1488,195.8209,59.03657,206.7445,240.0001,158.8422,300.3961,76.95204,277.0886,198.4936,250.937,241.2936,267.1918,201.2345,253.6022,172.4492,75.26292,67.78415,281.4659,122.0994,261.184,168.2566,238.3985,201.7352,313.658,127.6827,176.918,187.451,215.3996,118.8071,203.287,80.19551
232.9015,133.8067,287.4529,79.48659,213.7651,149.8118,220.4016,183.9508,227.0797,168.6857,196.6565,256.2908,239.2327,150.1248,256.6534,167.3566,120.1015,72.15894,220.2096,207.366,298.668,166.9345,187.3663,107.6841,185.5643,100.6663,317.8354,97.53883,241.6328,194.9658,58.7557,202.3066,239.7566,156.4643,303.3905,102.1541,278.3995,197.7902,218.715,227.1093,264.7196,201.4799,253.0505,169.271,74.53012,67.30344,277.0362,127.9568,254.4653,163.8518,238.0582,203.8928,303.0634,128.9727,168.6651,197.5138,217.9663,118.7228,203.349,82.8914
229.4716,134.0757,283.1328,87.60722,215.0921,149.7717,223.1509,183.9078,227.0797,168.6857,194.8283,253.1873,227.1156,151.689,251.134,164.5665,118.8348,70.90144,223.7715,207.0388,298.668,166.9345,186.4228,111.2521,185.7227,103.591,315.5512,93.12518,237.8282,196.1259,58.47481,197.8687,240.0001,158.8422,306.7137,120.3468,276.916,190.6013,179.2574,202.4445,259.7754,201.9709,253.0505,169.271,74.61617,70.39977,271.3082,128.4499,252.3746,161.9013,231.8928,206.1373,305.6675,129.15,168.6277,193.8853,218.194,117.4605,199.3052,82.98434
221.9394,126.039,283.7524,94.96558,214.4447,150.315,225.9002,183.8649,224.837,163.9649,191.6141,253.4084,208.2413,150.1875,230.8041,162.8503,114.0344,74.18857,223.7715,207.0388,299.7596,166.3651,184.4699,107.6363,185.7227,103.591,316.0573,93.24698,237.3091,196.6306,54.69364,196.2999,235.3662,160.518,306.7137,120.3468,276.2754,191.0132,165.7148,192.5289,247.5468,188.0912,250.2427,169.5652,76.4567,75.35495,267.9301,131.9756,252.3746,161.9013,232.5371,207.1213,317.378,131.2158,166.6904,192.5267,215.6173,117.536,194.4503,79.99347
218.5095,126.3081,284.4974,88.98312,213.8014,150.8632,220.466,188.0748,224.9549,173.238,188.3999,253.6296,201.4842,147.1217,207.454,163.48,101.262,74.06198,87.02642,219.0501,298.668,166.9345,177.971,106.6255,190.7706,105.4612,317.619,96.59337,237.8282,196.1259,52.94283,191.9292,232.6231,157.1947,306.7137,120.3468,276.2754,191.0132,166.1882,197.6362,228.3296,160.3741,247.4349,169.8596,75.15767,71.43199,272.4812,134.4504,249.2986,160.7324,238.7154,204.9035,308.6603,136.0497,158.5837,196.9512,226.3765,132.6932,191.7647,80.05501
